Licensee Name,Doing Business As,License Type,Issue Date,License Number,Street Address,City,State,Zip,Location
BON APPETIT MANAGEMENT CO,BON APPETIT MANAGEMENT CO,Campus Liquor Complex (City),12/10/18,03-10274,"3333 REGIS BOULEVARD, BUILDING N",Denver,CO,80211,"3333 REGIS BOULEVARD, BUILDING N
Denver, CO 80211
(39.787523, -105.030248)"
PAINT 4 FUN LLC,BRUSH CRAZY,Beer & Wine (city),12/10/18,03-10711,4416 AUSTIN BLUFFS PARKWAY,Colorado Springs,CO,80918,"4416 AUSTIN BLUFFS PARKWAY
Colorado Springs, CO 80918
(38.895349, -104.749902)"
WFM-WO INC.,WHOLE FOODS MARKET,Fermented Malt Beverage Off (city),12/10/18,04-00939,870 SOUTH COLORADO BOULEVARD,Glendale,CO,80246,"870 SOUTH COLORADO BOULEVARD
Glendale, CO 80246
(39.700921, -104.940605)"
STINKER STORES CO INC,STINKER STORES CO INC #332,Fermented Malt Beverage Off (county),12/10/18,04-01044,12022 EAST ARAPAHOE ROAD,Englewood,CO,80112,"12022 EAST ARAPAHOE ROAD
Englewood, CO 80112
(39.59497, -104.848621)"
WFM-WO INC,WHOLE FOODS MARKET,Fermented Malt Beverage Off (city),12/07/18,04-00959,14357 WEST COLFAX AVENUE,Lakewood,CO,80401,"14357 WEST COLFAX AVENUE
Lakewood, CO 80401
(39.733916, -105.161164)"
SAM'S WEST INC.,SAM'S CLUB #6633,Fermented Malt Beverage Off (city),12/07/18,04-01045,4700 BOARDWALK DRIVE,Fort Collins,CO,80525,"4700 BOARDWALK DRIVE
Fort Collins, CO 80525
(40.521421, -105.065171)"
PESTER MARKETING COMPANY,ALTA #6143,Fermented Malt Beverage Off (city),12/07/18,04-01056,2714 THATCHER AVENUE,Pueblo,CO,81005,"2714 THATCHER AVENUE
Pueblo, CO 81005
(38.258539, -104.642972)"
SINGING WINE AND LIQUOR LLC,SINGING HILLS LIQUOR,Liquor Store (county),12/07/18,03-10883,475 SINGING HILLS ROAD UNIT A,Parker,CO,80138,"475 SINGING HILLS ROAD UNIT A
Parker, CO 80138
(39.463395, -104.654025)"
ANJATO ENTERPRISES LLC,THE HOT SPOT SMOKEHOUSE,Tavern (city),12/07/18,03-10784,402 MAIN STREET,Sterling,CO,80751,"402 MAIN STREET
Sterling, CO 80751
(40.625418, -103.217212)"
AFFARE LLC,CS WINES,Wholesale (vinous & spirituous),12/07/18,03-10766,3999 HOLLY STREET UNIT 4,Denver,CO,80207,"3999 HOLLY STREET UNIT 4
Denver, CO 80207
(39.772551, -104.922317)"
DRM HOLDINGS INC,MERRY CELLARS,Wine Delivery Permit,12/06/18,03-10958,1300 NE HENLEY COURT #7,Pullman,WA,99163,"1300 NE HENLEY COURT #7
Pullman, WA 99163
(46.750797, -117.157592)"
THREE TURTLE INVESTMENTS LLC,BEVERAGE SOLUTIONS,Tavern (county),12/06/18,03-10918,398 ARROYO DRIVE,Parachute,CO,81635,"398 ARROYO DRIVE
Parachute, CO 81635
(39.442146, -108.020701)"
SCOTTISH KINGS LLC,SCOTTISH KINGS,Wholesale (vinous & spirituous),12/06/18,03-10761,575 13TH STREET,Boulder,CO,80302,"575 13TH STREET
Boulder, CO 80302
(39.998896, -105.276167)"
PAT'S BACKCOUNTRY BEVERAGES,PAT'S BACKCOUNTRY BEVERAGES,Wholesale (vinous & spirituous),12/06/18,03-10820,11427 WEST I-70 FRONTAGE ROAD NORTH,Wheat Ridge,CO,80033,"11427 WEST I-70 FRONTAGE ROAD NORTH
Wheat Ridge, CO 80033
(39.783989, -105.126331)"
"THE CELLAR, LLC",THE CELLAR LLC,Wine Delivery Permit,12/06/18,03-10733,280 LAKE JEWELL DRIVE,Carterville,IL,62918,
LAKE CABIN LLC,RED MOUNTAIN ALPINE LODGE,Lodging & Entertainment (County),12/06/18,03-10616,2631 COUNTY ROAD 31,Ouray,CO,81427,
MATTHEW SHANE WOLLERT,THE HANGAR,Liquor Store (city),12/06/18,03-10687,36001 US HIGHWAY 287,Wiley,CO,81092,"36001 US HIGHWAY 287
Wiley, CO 81092
(38.157926, -102.723778)"
"BFW-DENVER, LLC",BLANCHARD FAMILY WINES,Limited Winery,12/06/18,03-10355,"1855 BLAKE STREET, SUITE 120",Denver,CO,80202,"1855 BLAKE STREET, SUITE 120
Denver, CO 80202
(39.753122, -104.995822)"
EVERGREEN BREAD LOUNGE LLC,EVERGREEN BREAD LOUNGE,Hotel & Restaurant (county),12/06/18,03-10844,1260 BERGEN PARKWAY UNIT C-220,Evergreen,CO,80439,"1260 BERGEN PARKWAY UNIT C-220
Evergreen, CO 80439
(39.691965, -105.358695)"
SCOTT ROBERT TIEDER,OUR FOOD IS ART,Beer & Wine (city),12/06/18,03-10859,121 EAST GALENA AVENUE SUITE B,Crestone,CO,81131,"121 EAST GALENA AVENUE SUITE B
Crestone, CO 81131
(37.995288, -105.698782)"
7-ELEVEN INC,7-ELEVEN STORE 18576J,Fermented Malt Beverage Off (city),12/06/18,04-00931,3901 EAST 112TH AVENUE,Thornton,CO,80233,"3901 EAST 112TH AVENUE
Thornton, CO 80233
(39.899379, -104.941157)"
WHOLE FOODS MARKET ROCKY MOUNTAIN / SOUTHWEST LP,WHOLE FOODS MARKET,Fermented Malt Beverage Off (county),12/06/18,04-00866,9366 SOUTH COLORADO BLVD UNIT B,Highlands Ranch,CO,80126,"9366 SOUTH COLORADO BLVD UNIT B
Highlands Ranch, CO 80126
(39.546143, -104.943177)"
TACO VELOZ INC,TACO VELOZ,Hotel & Restaurant (city),12/06/18,03-10921,7169 NORTH FEDERAL BLVD,Westminster,CO,80030,"7169 NORTH FEDERAL BLVD
Westminster, CO 80030
(39.826063, -105.025073)"
ATSK HOLDINGS LLC,ANTONIO'S REAL NY PIZZA,Hotel & Restaurant (city),12/06/18,03-10923,1560 BIG THOMPSON AVENUE,Estes Park,CO,80517,"1560 BIG THOMPSON AVENUE
Estes Park, CO 80517
(40.381538, -105.495438)"
NORRISH ZHANG LLC,MING'S CAFE GLENWOOD,Hotel & Restaurant (city),12/06/18,03-10936,721 GRAND AVENUE,Glenwood Springs,CO,81601,"721 GRAND AVENUE
Glenwood Springs, CO 81601
(39.54719, -107.324702)"
ALPINE MONGERS LLC,THE DIVVY,Hotel & Restaurant (city),12/06/18,03-10873,620 GOTHIC ROAD UNIT C-130,Crested Butte,CO,81225,"620 GOTHIC ROAD UNIT C-130
Crested Butte, CO 81225
(38.900327, -106.967643)"
STINKER STORES CO INC,STINKER #321,Fermented Malt Beverage Off (city),12/05/18,04-00923,2498 PATTERSON ROAD,Grand Junction,CO,81505,"2498 PATTERSON ROAD
Grand Junction, CO 81505
(39.091907, -108.589995)"
STINKER STORES CO INC,STINKER STORE #331,Fermented Malt Beverage Off (city),12/05/18,04-00916,7500 SOUTH BROADWAY,Littleton,CO,80122,"7500 SOUTH BROADWAY
Littleton, CO 80122
(39.580628, -104.988432)"
SOCIETY TELLURIDE INC,SOCIETY TELLURIDE,Beer & Wine (city),12/05/18,03-10925,109 WEST COLORADO AVENUE,Telluride,CO,81435,"109 WEST COLORADO AVENUE
Telluride, CO 81435
(37.937228, -107.811064)"
HASTATAEK CORPORATION,BOULDER BEER & LIQUOR EMPORIUM,Liquor Store (city),12/05/18,03-10673,4700 TABLE MESA DRIVE,Boulder,CO,80305,"4700 TABLE MESA DRIVE
Boulder, CO 80305
(39.985774, -105.237434)"
J SARAI LLC,PECOS LIQUORS,Liquor Store (city),12/05/18,03-10876,12051 NORTH PECOS STREET,Westminster,CO,80234,"12051 NORTH PECOS STREET
Westminster, CO 80234
(39.915449, -105.006101)"
KIRAN THIARA INC,DK LIQUORS,Liquor Store (county),12/05/18,03-10885,7820 WASHINGTON STREET #C,Denver,CO,80229,"7820 WASHINGTON STREET #C
Denver, CO 80229
(39.83857, -104.977898)"
NEW BELGIUM BREWING COMPANY INC,NEW BELGIUM BREWING,Manufacturer (brewery),12/04/18,03-08318,3330 BRIGHTON BOULEVARD SUITE 101,Denver,CO,80216,"3330 BRIGHTON BOULEVARD SUITE 101
Denver, CO 80216
(39.768888, -104.980723)"
"NEW BELGIUM BREWING COMPANY, INC.",NEW BELGIUM BREWING,Wholesale Beer (malt liquor),12/03/18,03-09961,"3330 BRIGHTON BOULEVARD, SUITE 101",Denver,CO,80216,"3330 BRIGHTON BOULEVARD, SUITE 101
Denver, CO 80216
(39.768888, -104.980723)"
BIG FELLA INC,BIG FELLA WINE & LIQUOR,Liquor Store (city),12/03/18,03-10903,965 SOUTH 1ST STREET UNIT A,Bennett,CO,80102,"965 SOUTH 1ST STREET UNIT A
Bennett, CO 80102
(39.743677, -104.433387)"
DOWNHILL BREWING COMPANY LLC,DOWNHILL BREWING,Brew Pub (city),12/03/18,03-09052,18921 EAST PLAZA,Parker,CO,80134,
DRSM INC,MINI INDIA RESTAURANT,Hotel & Restaurant (city),12/03/18,03-10875,6590 WEST 120TH AVENUE UNITS B1 & B2,Broomfield,CO,80020,"6590 WEST 120TH AVENUE UNITS B1 &amp; B2
Broomfield, CO 80020
(39.914151, -105.069168)"
SO DAMN GOUDA CHEESE SHOP LLC,SO DAMN GOUDA CHEESE & PROVISIONS,Hotel & Restaurant (city),12/03/18,03-10878,2432 WEST 44TH AVENUE,Denver,CO,80211,"2432 WEST 44TH AVENUE
Denver, CO 80211
(39.776575, -105.016762)"
KNG INC.,SUSHI BAY,Hotel & Restaurant (city),12/03/18,03-10881,9623 EAST COUNTY LINE ROAD SUITE C,Centennial,CO,80112,"9623 EAST COUNTY LINE ROAD SUITE C
Centennial, CO 80112
(39.56612, -104.875421)"
GRANADOS & PARKER LLC,LAS MARGS AT REUNION,Hotel & Restaurant (city),12/03/18,03-10882,15550 103RD PLACE UNIT 112,Commerce City,CO,80022,"15550 103RD PLACE UNIT 112
Commerce City, CO 80022
(39.884412, -104.806448)"
TGI FRIDAYS OF THE ROCKIES INC,TGI FRIDAYS,Hotel & Restaurant (city),12/03/18,03-10884,125 KEN PRATT BOULEVARD,Longmont,CO,80501,"125 KEN PRATT BOULEVARD
Longmont, CO 80501
(40.152366, -105.094678)"
COCO INC,THE BUTCHERY,Hotel & Restaurant (city),11/30/18,03-10827,7923 ALLISON WAY,Arvada,CO,80005,"7923 ALLISON WAY
Arvada, CO 80005
(39.839763, -105.086557)"
CRAFT BREW ALLIANCE INC,REDHOOK ALE BREWERY; WIDMER BROHERS BREWING COMPANY,Fermented Malt Beverage Nonresident,11/30/18,04-01046,924 NORTH RUSSELL STREET,Portland,OR,97227,"924 NORTH RUSSELL STREET
Portland, OR 97227
(45.541022, -122.677292)"
CROOKED STAVE CO DISTRIBUTING COMPANY LLC,CROOKED STAVE ARTISANS,Fermented Malt Beverage Importer,11/30/18,04-01016,4255 CARSON STREET,Denver,CO,80239,"4255 CARSON STREET
Denver, CO 80239
(39.775376, -104.834387)"
CANAL STREET BREWING CO LLC,FOUNDERS BREWING CO,Fermented Malt Beverage Importer,11/30/18,04-01047,235 GRANDVILLE AVENUE SOUTHWEST,Grand Rapids,MI,49503,"235 GRANDVILLE AVENUE SOUTHWEST
Grand Rapids, MI 49503
(42.958179, -85.673461)"
TNT SPORTS LOUNGE LLC,TNT SPORTS LOUNGE,Tavern (city),11/30/18,03-10839,5127 WEST 64TH AVENUE,Arvada,CO,80003,"5127 WEST 64TH AVENUE
Arvada, CO 80003
(39.812791, -105.051958)"
DION VINEYARD LLC,DION VINEYARD,Wine Delivery Permit,11/30/18,03-10931,33155 RIEDWEG ROAD,Cornelius,OR,97113,"33155 RIEDWEG ROAD
Cornelius, OR 97113
(45.45851, -123.020521)"
VUE CORP,BRANDIN IRON LIQUORS,Liquor Store (city),02/21/19,03-11223,1227 SOUTH MAIN STREET,Longmont,CO,80501,
HR ADVENTURES INC,BISHOPS CUTS AND COLOR,Beer & Wine (city),11/29/18,03-10659,7587 NORTH ACADEMY BLVD UNIT 110,Colorado Springs,CO,80920,"7587 NORTH ACADEMY BLVD UNIT 110
Colorado Springs, CO 80920
(38.940595, -104.799083)"
"SALVADOR GALVAN, MARIA GALVAN",JENNY'S MEXICAN FOOD,Hotel & Restaurant (city),11/29/18,03-10879,2275 9TH STREET,Limon,CO,80828,"2275 9TH STREET
Limon, CO 80828
(39.270486, -103.707209)"
ASIAN FUSION OF FAIRPLAY INC,ASIAN FUSION,Hotel & Restaurant (city),11/29/18,03-10877,22186 HIGHWAY 285,Fairplay,CO,80440,"22186 HIGHWAY 285
Fairplay, CO 80440
(39.216631, -105.994086)"
ALL FOR ONE LLC,THE STONE HOUSE,Hotel & Restaurant (city),11/29/18,03-10867,1415 HAWK PARKWAY,Montrose,CO,81401,"1415 HAWK PARKWAY
Montrose, CO 81401
(38.448856, -107.866767)"
AMERICAN GAS & CONVENIENCE STORE INC,AMERICAN GAS & CONVENIENCE STORE,Fermented Malt Beverage Off (county),11/29/18,04-00879,2385 WEST 84TH AVENUE,Denver,CO,80260,"2385 WEST 84TH AVENUE
Denver, CO 80260
(39.849001, -105.014998)"
"FAMILY FOODS MARKET, LLC",FAMILY FOODS MARKET,Fermented Malt Beverage Off (city),11/28/18,04-00985,217 SOUTH 3RD AVENUE,Sterling,CO,80751,"217 SOUTH 3RD AVENUE
Sterling, CO 80751
(40.623576, -103.214863)"
ABRAXAS STUDIOS LLC,ABRAXAS GALLERY,Art Gallery Permit,11/28/18,03-10930,910 SANTA FE DRIVE STUDIO 1,Denver,CO,80204,"910 SANTA FE DRIVE STUDIO 1
Denver, CO 80204
(39.730864, -104.998638)"
JACE ROMICK GALLERY LLC,JACE ROMICK GALLERY,Art Gallery Permit,11/28/18,03-10934,837 LINCOLN AVENUE,Steamboat Springs,CO,80488,"837 LINCOLN AVENUE
Steamboat Springs, CO 80488
(40.486603, -106.835427)"
PROJECT 5030 LLC,PROJECT 5030 LLC,Brew Pub (city),11/28/18,03-10606,1480-1490 CASCADE AVENUE,Loveland,CO,80538,"1480-1490 CASCADE AVENUE
Loveland, CO 80538
(40.407765, -105.131455)"
"BETULA ASPEN, LLC",BETULA,Hotel & Restaurant (city),11/28/18,03-10744,525 EAST COOPER AVENUE SPACES 201 AND 213,Aspen,CO,81611,"525 EAST COOPER AVENUE SPACES 201 AND 213
Aspen, CO 81611
(39.18792, -106.818283)"
PHILIP AND SUSAN PATTON,THE PEACHFORK,Wine Delivery Permit,11/28/18,03-10933,281 33 ROAD,Palisade,CO,81526,"281 33 ROAD
Palisade, CO 81526
(39.045912, -108.441086)"
ANNADEL VINEYARD PARTNERS (DE) LLC,WESTWOOD WINERY,Wine Delivery Permit,11/28/18,03-10948,21684 8TH STREET SUITE 430,Sonoma,CA,95476,"21684 8TH STREET SUITE 430
Sonoma, CA 95476
(38.260169, -122.440441)"
WYLDEWOOD CELLARS INC,WYLDEWOOD CELLARS,Wine Delivery Permit,11/28/18,03-10927,951 EAST 119TH STREET,Peck,KS,67120,"951 EAST 119TH STREET
Peck, KS 67120
(37.476674, -97.325897)"
PIANETTA WINERY INC,PIANETTA WINERY,Wine Delivery Permit,11/28/18,03-10928,75751 INDIAN VALLEY ROAD,San Miguel,CA,93451,"75751 INDIAN VALLEY ROAD
San Miguel, CA 93451
(35.824003, -120.704986)"
J AND J WINERY INC,J AND J WINERY INC,Wine Delivery Permit,11/28/18,03-10929,2747 NAPA VALLEY CORPORATE DRIVE,Napa,CA,94558,"2747 NAPA VALLEY CORPORATE DRIVE
Napa, CA 94558
(38.24968, -122.274378)"
TENSLEY WINE INC,TENSLEY WINE,Wine Delivery Permit,11/28/18,03-10949,100 LOS PADRES WAY SUITE 2 & 3,Buellton,CA,93427,"100 LOS PADRES WAY SUITE 2 &amp; 3
Buellton, CA 93427
(34.625317, -120.185422)"
EKHO LLC,EKHO LLC,Tavern (city),11/27/18,03-10739,807 17TH STREET UNIT H,Greeley,CO,80631,"807 17TH STREET UNIT H
Greeley, CO 80631
(40.411848, -104.691648)"
THREE RING CIRCUS LLC,EMBASSY TAVERN,Tavern (city),11/27/18,03-10824,3463 LARIMER STREET,Denver,CO,80205,"3463 LARIMER STREET
Denver, CO 80205
(39.766861, -104.974626)"
GRANBY CO LLC,GRANBY GARAGE ROADHOUSE,Hotel & Restaurant (city),11/27/18,03-10553,491 EAST AGATE AVENUE,Granby,CO,80446,"491 EAST AGATE AVENUE
Granby, CO 80446
(40.084886, -105.934332)"
MELODY LIQUORS AURORA LLC,E-470 WINE AND SPIRITS,Liquor Store (city),11/27/18,03-10817,22910 EAST SMOKY HILL ROAD,Aurora,CO,80016,"22910 EAST SMOKY HILL ROAD
Aurora, CO 80016
(39.601325, -104.721367)"
SBM TRAVEL STOP COLORADO LLC,TJ'S EXPRESS,Fermented Malt Beverage Off (city),11/27/18,04-00918,804 DENVER AVENUE,Fort Lupton,CO,80621,"804 DENVER AVENUE
Fort Lupton, CO 80621
(40.086567, -104.810522)"
DURAN OIL COMPANY INC,TRINIDAD FUEL STOP,Fermented Malt Beverage Off (city),11/27/18,04-01020,9960 SANTA FE TRAIL DRIVE,Trinidad,CO,81082,"9960 SANTA FE TRAIL DRIVE
Trinidad, CO 81082
(37.133819, -104.520583)"
AWG LTD,"NV AWG LTD, ANDRETTI WINERY",Wine Delivery Permit,11/21/18,03-10865,4162 BIG RANCH ROAD,Napa,CA,94558,"4162 BIG RANCH ROAD
Napa, CA 94558
(38.354945, -122.307713)"
TARAMARTS & GAS INC,TARAMARTS & GAS,Fermented Malt Beverage Off (city),11/27/18,04-00955,14081 EAST COLFAX AVENUE,Aurora,CO,80011,"14081 EAST COLFAX AVENUE
Aurora, CO 80011
(39.740291, -104.823969)"
TARAMARTS & GAS INC,TARAMARTS & GAS,Fermented Malt Beverage Off (city),11/27/18,04-00956,3202 PEORIA STREET,Aurora,CO,80010,"3202 PEORIA STREET
Aurora, CO 80010
(39.762787, -104.846873)"
WHOLE FOODS MARKET ROCKY MOUNTAIN/SOUTHWEST LP,WHOLE FOODS MARKET,Fermented Malt Beverage Off (city),11/27/18,04-00927,2905 PEARL STREET,Boulder,CO,80301,"2905 PEARL STREET
Boulder, CO 80301
(40.022903, -105.255661)"
"MAVERIK, INC","MAVERIK, INC #490",Fermented Malt Beverage Off (city),11/27/18,04-00929,22910 EAST ARAPAHOE ROAD,Aurora,CO,80016,"22910 EAST ARAPAHOE ROAD
Aurora, CO 80016
(39.588089, -104.715282)"
"MAVERIK, INC","MAVERIK, INC #495",Fermented Malt Beverage Off (city),11/27/18,04-00930,15510 EAST 6TH AVENUE,Aurora,CO,80011,"15510 EAST 6TH AVENUE
Aurora, CO 80011
(39.725517, -104.807656)"
DONGSONG INC,JADE DRAGON,Hotel & Restaurant (city),11/27/18,03-10815,3958 NORTH ACADEMY BLVD SUITE 101,Colorado Springs,CO,80917,"3958 NORTH ACADEMY BLVD SUITE 101
Colorado Springs, CO 80917
(38.889487, -104.757079)"
LA PROVA LLC,TAUNAZ TAVERN,Hotel & Restaurant (city),11/27/18,03-10828,9604 RALSTON ROAD,Arvada,CO,80004,"9604 RALSTON ROAD
Arvada, CO 80004
(39.804332, -105.106033)"
"QUIZ DIA HOLDINGS, LLC",MESA VERDE LOUNGE,Hotel & Restaurant (city),11/27/18,03-10110,"8700 PENA BOULEVARD, CONCOURSE A AM-1",Denver,CO,80249,"8700 PENA BOULEVARD, CONCOURSE A AM-1
Denver, CO 80249
(39.851522, -104.668678)"
MONUMENT LAKE RESORT LLC,MONUMENT LAKE RESORT - STORE BY THE SHORE,Fermented Malt Beverage Off (county),11/26/18,04-00945,4789 HIGHWAY 12,Weston,CO,81091,"4789 HIGHWAY 12
Weston, CO 81091
(37.209951, -105.049908)"
BADHESHA LLC,VILLAGE SEVEN LIQUOR,Liquor Store (city),11/26/18,03-10847,4759 NORTH CAREFREE CIRCLE,Colorado Springs,CO,80917,"4759 NORTH CAREFREE CIRCLE
Colorado Springs, CO 80917
(38.885776, -104.739024)"
TGI FRIDAYS OF THE ROCKIES INC,TGI FRIDAYS,Hotel & Restaurant (city),11/26/18,03-10780,8104 NORTHFIELD BLVD,Denver,CO,80238,"8104 NORTHFIELD BLVD
Denver, CO 80238
(39.785491, -104.893539)"
CRAWFISH BOIL COMPANY LLC,CRAWFISH BOIL,Hotel & Restaurant (city),11/26/18,03-10763,6851 SOUTH GAYLORD STREET SUITE B2-251,Centennial,CO,80122,"6851 SOUTH GAYLORD STREET SUITE B2-251
Centennial, CO 80122
(39.5921, -104.96282)"
LUCILE'S CREOLE CAFE BOULDER LLC,LUCILE'S CREOLE CAFE,Hotel & Restaurant (city),11/26/18,03-10808,2124 14TH STREET,Boulder,CO,80302,"2124 14TH STREET
Boulder, CO 80302
(40.020019, -105.277922)"
TGI FRIDAYS OF THE ROCKIES INC,TGI FRIDAYS,Hotel & Restaurant (city),11/26/18,03-10787,14150 EAST ALAMEDA AVENUE,Aurora,CO,80012,"14150 EAST ALAMEDA AVENUE
Aurora, CO 80012
(39.711072, -104.822548)"
1136 PLAN B LLC,1136 PLAN B LLC,Hotel & Restaurant (city),11/26/18,03-10789,1134 BROADWAY,Denver,CO,80203,"1134 BROADWAY
Denver, CO 80203
(39.734511, -104.987392)"
TGI FRIDAYS OF THE ROCKIES INC,TGI FRIDAYS,Hotel & Restaurant (city),11/26/18,03-10805,1251 EAST 120TH AVENUE,Thornton,CO,80233,"1251 EAST 120TH AVENUE
Thornton, CO 80233
(39.914091, -104.971551)"
CRAFT POUR INC,POUR TAP HOUSE,Tavern (city),11/26/18,03-10612,12433 EAST 104TH PLACE,Commerce City,CO,80022,
SAZ INC.,BAR ELEVATE,Hotel & Restaurant (city),11/23/18,03-09669,"2831 WEST 120TH AVENUE, SUITE 200",Westminster,CO,80234,"2831 WEST 120TH AVENUE, SUITE 200
Westminster, CO 80234
(39.914142, -105.02218)"
ASPEN SKIING COMPANY LLC,LIMELIGHT HOTEL SNOWMASS,Hotel & Restaurant (city),11/23/18,03-10028,65 WOOD ROAD,Snowmass Village,CO,81615,
CENTER FOR THE ARTS EVERGREEN INC,CENTER FOR THE ARTS EVERGREEN (PONZIO FAMILY GALLERY),Art Gallery Permit,11/21/18,03-10857,31880 ROCKY VILLAGE DRIVE,Evergreen,CO,80439,"31880 ROCKY VILLAGE DRIVE
Evergreen, CO 80439
(39.691273, -105.362192)"
MAVERICK PROPERTIES LLC,IMAGES OF NATURE,Art Gallery Permit,11/21/18,03-10887,730 LINCOLN AVENUE #300,Steamboat Springs,CO,80487,"730 LINCOLN AVENUE #300
Steamboat Springs, CO 80487
(40.485839, -106.834139)"
CHERRY VALLEY WINERY,CHERRY VALLEY WINERY,Wine Delivery Permit,11/21/18,03-10854,30932 NE CHERRY VALLEY ROAD,Duvall,WA,98019,"30932 NE CHERRY VALLEY ROAD
Duvall, WA 98019
(47.743766, -121.924322)"
VINTAGE WINE ESTATES,TAMARACK CELLARS,Wine Delivery Permit,11/21/18,03-10856,700 C STREET,Walla Walla,WA,99362,"700 C STREET
Walla Walla, WA 99362
(46.086667, -118.277575)"
OLSON DAVIS INC,AIRLIE WINERY,Wine Delivery Permit,11/21/18,03-10888,15305 DUNN FOREST ROAD,Monmouth,OR,97361,"15305 DUNN FOREST ROAD
Monmouth, OR 97361
(44.725003, -123.347067)"
BELLE PENTE WINE CELLARS LLC,BELLE PENTE WINE CELLARS LLC,Wine Delivery Permit,11/21/18,03-10889,12470 NORTHEAST ROWLAND ROAD,Carlton,OR,97111,"12470 NORTHEAST ROWLAND ROAD
Carlton, OR 97111
(45.308663, -123.146595)"
CHANDLER REACH VINEYARDS LLC,CHANDLER REACH VINEYARDS,Wine Delivery Permit,11/21/18,03-10901,9506 WEST CHANDLER ROAD,Benton City,WA,99320,"9506 WEST CHANDLER ROAD
Benton City, WA 99320
(46.26044, -119.515211)"
WOOLRIDGE CREEK WINERY LLC,WOOLRIDGE CREEK WINERY LLC,Wine Delivery Permit,11/21/18,03-10853,818 SLAGLE CREEK ROAD,Grants Pass,OR,97527,"818 SLAGLE CREEK ROAD
Grants Pass, OR 97527
(42.303698, -123.20301)"
"G&M FAMBIZ, INC",POWDERHORN LIQUOR,Liquor Store (city),11/21/18,03-10726,12078 EAST MISSISSIPPI AVENUE,Aurora,CO,80012,"12078 EAST MISSISSIPPI AVENUE
Aurora, CO 80012
(39.696541, -104.847958)"
CHEERS WINE AND SPIRITS LLC,HIGH POINT LIQUOR,Liquor Store (city),11/21/18,03-10539,18674 EAST HAMPDEN AVENUE,Aurora,CO,80013,"18674 EAST HAMPDEN AVENUE
Aurora, CO 80013
(39.652953, -104.770505)"
S&T LLC,ILIFF CROSSING LIQUORS,Liquor Store (city),11/21/18,03-10308,16841 EAST ILIFF AVENUE,Aurora,CO,80013,"16841 EAST ILIFF AVENUE
Aurora, CO 80013
(39.673731, -104.79205)"
SURAT SINGH INC,LIQUOR BARN,Liquor Store (city),11/20/18,03-10543,4415 SOUTH BROADWAY,Englewood,CO,80113,"4415 SOUTH BROADWAY
Englewood, CO 80113
(39.636455, -104.987897)"
CARDIAC INVESTMENTS LLC,MASON'S EVENT CENTER,Lodging & Entertainment (City),11/20/18,03-10602,829 10TH AVENUE,Greeley,CO,80631,"829 10TH AVENUE
Greeley, CO 80631
(40.424236, -104.694423)"
EL ALAZAN MEXICAN RESTAURANT II,EL ALAZAN MEXICAN RESTAURANT II,Hotel & Restaurant (city),11/20/18,03-10748,401 EAST MAIN STREET UNIT F & G,Florence,CO,81226,"401 EAST MAIN STREET UNIT F &amp; G
Florence, CO 81226
(38.389074, -105.113061)"
INDULGE SOUTHGLENN LLC,INDULGE BISTRO & WINE BAR,Hotel & Restaurant (city),11/20/18,03-10560,6955 SOUTH YORK STREET #406,Centennial,CO,80122,"6955 SOUTH YORK STREET #406
Centennial, CO 80122
(39.59075, -104.96163)"
ROGR CORP,RHINO'S RANCH,Hotel & Restaurant (county),11/20/18,03-10542,5853 PALMER PARK BOULEVARD,Colorado Springs,CO,80915,"5853 PALMER PARK BOULEVARD
Colorado Springs, CO 80915
(38.857076, -104.718423)"
COLUMBINE ROADHOUSE LLC,COLUMBINE ROADHOUSE LLC,Tavern (county),11/20/18,03-10254,71450 HIGHWAY 550,Silverton,CO,81433,
LOS CHAVALOS MEXICAN RESTUAURANT,LOS CHAVALOS MEXICAN RESTAURANT,Hotel & Restaurant (city),11/19/18,03-10623,580 GRAND AVENUE,Del Norte,CO,81132,"580 GRAND AVENUE
Del Norte, CO 81132
(37.678933, -106.355058)"
ELK CREEK RANCH RESTAURANT LLC,ELK CREEK RANCH RESTAURANT,Hotel & Restaurant (county),11/19/18,03-10709,1111 COUNTY ROAD 54,Meeker,CO,81641,"1111 COUNTY ROAD 54
Meeker, CO 81641
(39.950841, -107.694935)"
TRUFFLEBARLLC,TRUFFLE TABLE,Hotel & Restaurant (city),11/19/18,03-10530,2556 15TH STREET,Denver,CO,80211,"2556 15TH STREET
Denver, CO 80211
(39.758093, -105.01143)"
"THE CORNERSTONE CAFE & COFFEE SHOP, LLC",THE CORNERSTONE CAFE & COFFEE SHOP,Hotel & Restaurant (city),11/19/18,03-10768,223 MAIN STREET,Wiley,CO,81092,"223 MAIN STREET
Wiley, CO 81092
(38.153303, -102.719734)"
JNP COSMOS LLC,NORTH ACADEMY CONOCO,Fermented Malt Beverage Off (city),11/19/18,04-00957,6740 NORTH ACADEMY BLVD,Colorado Springs,CO,80918,"6740 NORTH ACADEMY BLVD
Colorado Springs, CO 80918
(38.929914, -104.793868)"
JASWINDER KAUR,TASTE OF INDIA GROCERY,Fermented Malt Beverage Off (city),11/19/18,04-00946,4836 FLINTRIDGE DRIVE,Colorado Springs,CO,80918,"4836 FLINTRIDGE DRIVE
Colorado Springs, CO 80918
(38.902347, -104.767451)"
